userName,score,at,content
Mas Fajar,2,2020-05-13 03:43:26,"Bintang 2 dulu, abis studi perkenalan kok gak muncul lagi kuisnya, padahal sudah sehari, kalau muncul dan bisa tak kasih langsung bintang 5"
Lisa Aprillia,5,2020-05-12 01:13:24,"Saya baru menggunakan Aplikasi ini selama beberapa hari, sejauh ini belum ada Kendala masih aman aman saja, aplikasi ini juga cocok untuk para kalangan pelajar 17 th keatas karena aplikasi ini membutuhkan data foto ktp."
David Ariyanto,5,2020-05-11 23:33:55,"Setelah kemarin tidak bisa masuk, saat ini aplikasi berjalan dengan lancar. Studinya juga berjalan sesuai fungsinya, walaupun memang tidak banyak. Mungkin kedepannya jika ada studi yang baru bisa di informasikan pada notifikasi atau email. Terima Kasih Populix 🙏"
Taufan Satria,1,2020-05-11 21:21:39,"Sangat tidak rekomendasi, berminggu minggu tidak ada survey, Mending Jakpat, Milieu, Surveyon, tiap hari dapat survey.. Salam uninstal.."
Sinta Ika,1,2020-05-11 18:03:30,Saya kasih bintang satu dulu. Awalnya saya sangat senang saat mendaftar populix karena langsung ada 1 survey yang dihargai 5000 rb tapi selanjutnya saya tidak pernah menerima survet lagi bahkan ini sudah lebih dari seminggu setelah saya mendaftar menjadi anggota populix.
FarGath 69,2,2020-05-11 11:56:24,"Masih mending JakPat lah aplikasi survei yg di bayar..ini mah susah banget,,udah jarang banget ngasih surveuli,sekalinya ada survei pas isi survei malah di tolak..jancookk"
Putri Putri,5,2020-05-09 07:17:17,"Aplikasi@ bagus,aku suka bnget, Tapi aku gk pham2 amat ne SMA aplikasi@,kok aku cuma ada stu studi,kata@ studi belom tersedia,kenapa ea,mohon bntuan@ ea min"
Fatan naka,5,2020-05-06 06:44:47,"Banyakin study dong min , lagi butuh uang juga nih di tengah lockdown pandemi covid-19. Berkembang terus ya buat aplikasinya"
Nakim qim qim,1,2020-04-30 23:04:19,Gak pernah dapat reward apa apa... Cuma kenalan doank 5000.. itupun gk bisa di transfer... Ngabisin kuota ajah..
Pengguna Google,5,2020-04-28 01:03:30,"Mantap populix survey nya gak ribet dan betul membayar,,saran saya klw bisa tiap hari terdapat survey..nya..biar cepat bisa tarik saldo...buat kita2 beli pulsa"
Pengguna Google,5,2020-04-27 18:01:10,aplikasi ini sangat membantu org yg ingin mencari uang jajan dan gabut dirumah. gunakan kode referalnya Rinaldi Pelawi jadi ingin nambah uang surveynya terima kasih :)
Pengguna Google,5,2020-04-25 17:35:14,Sangat bagus banget aplikasi ini.kalian bisa dapat uang dengan menarik dana.dan mendapatkannya hanya mengisi survey dengan menjawab jujur....pokoknya keren abis....!!!!buruan coba.lumayan uang jajan gw. Bertambah
Pengguna Google,5,2020-04-25 06:17:54,Aplikasinya bagus sih tapi tolong di banyakkin donk survey nya biar aku ada kegiattan di rumah soalnya aku butuh banget pekerjaan😢😢
Pengguna Google,5,2020-04-21 18:43:38,Aplikasi yang sangat bermanfaat. Cocok buat mengisi tambahan uang saku. cukup dengan mengisi survei & pendapat saja. Terimakasih Populix^^
Pengguna Google,1,2020-04-20 12:51:14,"Apa ini aplikasi eror pas daftar ok tapi pas mulai studi malah muncul"" opps terjadi kesalahan saat menyimpan data anda"" gak guna"
Pengguna Google,5,2020-04-16 01:37:02,"Aplikasi bagus,bisa nambah pengetahuan,wawasan sekaligus dapat uang saku, super cepat penarikan ke gopay"
Pengguna Google,5,2020-04-15 11:58:53,"aplikasi ini sangat bermanfaat karena kita bisa mendapatkan survey yang valid. survey yang kita isi juga tidak bisa asal asalan karena jika mengasal banyak isian yang tidak valid dan hasilnya tidak akan diterima oleh reviewer. point plusnya dari populix jika kita mengisi survey dengan valid maka akan mendapatkan reward yang sudah ditentukan. top banget deh pokoknya, iseng iseng berhadiah."
Pengguna Google,5,2020-04-15 10:48:44,"Ini apl keren parah sih, keren tapi gak lebay . Ibarat hubungan , kamu punya masalalu yg kelam tapi udh tersembuhkan karna seseorang , cieee (apasih) Apl menarik , bukan cuma karna menghasilkan uang , tapi survai""nya juga informatif sekali , thankyou populix...."
Pengguna Google,5,2020-04-15 02:47:21,"Saya download karena melihat iklan di Intagaram dan emg lg pengen ke Bali hehehe.. Setelah digunakan ternyata cukup menarik karena lewat survey Populix diharapkan mendapat sebuah hasil yang valid atau sesuai dengan keadaan yang terjadi di masyarakat. So, untuk pengguna aplikasi ini tolong jawab pertanyaan survey dengan jawaban sejujur jujurnya ya 🙃 terima kasih"
Pengguna Google,3,2020-04-14 22:48:39,"Lumayan la, baru daftar langsung ada study dpt 5k. Tapi sepertinya sulit de untung kriteria pelajar seperti saya."
Pengguna Google,5,2020-04-13 20:54:47,Mohon maaf kenapa aplikasi populix akhir-akhir ini ketika saya login selalu gagal padahal ketika saya login di web bisa masuk? Mungkin bisa diperbaiki lagi
Pengguna Google,2,2020-04-11 20:15:46,Saya kasih 2 bintang di karenakan saya sudah. Menyelesaikan studi/survei tetapi saya tidak mendapatkan reward/sebuah hadiah di mohon solusinhya/perbaikan dalam aplikasi
Pengguna Google,5,2020-04-11 11:51:40,"Aplikasinya bagus recomended imbalannya langsung berupa rupiah, cuman studi nya belum terlalu banyak yg muncul aja hehe but bagus bgt"
Pengguna Google,1,2020-04-11 06:37:43,"Kemarin pagi mulai dan dapat 5000, saya akan tunggu munculnya study yang lain, jikalau tidak muncul2 berarti bukan rejeki saya dan uninstal selanjutnya. Mohon maaf saya hapus aplikasinya dikarenakan tidak ada lagi tugas2 yang muncul"
Pengguna Google,5,2020-04-11 04:34:37,"Tolong kepada developer, kasih lagi kuis nya lebih banyak agar bisa dapat kan saldo lebih cepat, Please, apk udah bagus kok"
Pengguna Google,1,2020-04-11 03:46:59,"Bagaimana cara daftarnya? Kode OTP-nya tidak di kirim-kirim, sudah di cek di kotak masuk tidak ada, di spam juga tidak ada, jadi bingung 😒"
Pengguna Google,5,2020-04-10 12:01:21,"aplikasi bagus terbukti membayar cepat lagi,tapi cuman nunggu survey nya itu harus sabar"
Pengguna Google,5,2020-04-09 15:32:06,"good apk populix.. the best 👍👍 tapi permintaan kami semua bagi para pengguna mohon dengan sangat untuk survey nya di kasih setiap hari . kadang menunggu berhari hari itu membosankan 😩 jadi saran kami itu saja kekurangan nya ya kak. untuk yg lain nya semua bagus,.. the best lah apk ini pokoknya . terus lah berkarya dan saling menghasilkan"
Pengguna Google,5,2020-04-09 08:02:18,Populix terbaik. Aplikasi yang paling aku sukai karena langsung memberikan kompensasi berupa uang dan bisa ditarik secara gampang bukan berupa point' dan gak ribed. Alhamdulillah sangat bermanfaat. Terima kasih populix
Pengguna Google,5,2020-04-09 07:57:38,"Aplikasi bagus yang menhasilkan uang, tanpa hrs kumpulin poin poin.. Dari survei dapat rupiah yang bisa dikumpulkan,, klo udah bnyk bisa transfer ke rek, gopay, ovo, dana, dll.. Recomended bgt deh"
Pengguna Google,5,2020-04-06 14:40:50,Buat Admin/Developer nya mohon di tambah survei nya yang bnyak supaya makin maju aplikasinya
Pengguna Google,1,2020-04-05 23:35:45,"Aplikasi kasi yang jelek, jarang sekali ada studi baru. saya udah menunggu 1 minggu lama nya tapi belum ada studi baru yang muncul! maaf saya unistall aplikasi ini"
Pengguna Google,3,2020-04-04 09:31:39,"Apk nya lumayan bagus dan tidak ribet seperti tetangga sebelah, hanya saja yang menjadi kekurang di apk ini SANGAT JARANG mengupdate study-study terbaru, alhasil pengguna apk susah untuk menambah poin ataupun saldo... Mohon untuk POPULIX segera menambah study yang lain, agar tidak kehilangan pengguna dan beralih ke apk lain.. Trimakasih"
Pengguna Google,5,2020-04-03 14:58:53,"Aplikasih nih mantab buat yang suka rebahan,tapi tolong survey nya di perbanyak plis tambahkan fitur Misi nya supayah rutin bukak aplikasi nya👍👍, pokoknya terbaiklah aplikasi nya"
Pengguna Google,1,2020-04-03 01:29:27,"Aplikasi gak ada gunanya !! Gak pernah ada survey, sekalinya ada gak bisa dibuka !!! Aplikasi licik."
Pengguna Google,5,2020-04-02 12:29:41,"Tolong dong kepada pihak populix di tambahain seperti ovo, gopay, dana dll. Bukan hanya bank saja jadi tolong di update buat pembayaran di tambahin metodenya. Kalau gak nanti saya tururnin bintangnya"
Pengguna Google,1,2020-04-02 02:05:56,"Lo bikin aplikasi yang bener dong, katanya suruh jawab jujur setelah di jawab jujur malah nyuruh ulang lagi jawab studi, aplikasi error sorry gua ga ada waktu"
Pengguna Google,3,2020-04-01 08:56:55,"Aku kasih 3 dulu, karena knp ? Karena setiap saya membuka apk ini, selalu saja tidak ada survei yang tersedia, tolong beri tau, survei tersebut ada di jam brp saja ? Atau emang nggk nentu waktunya. Tolong di perbanyak survei nya karena saya belum mendapatkan survei sama sekali. Terima kasih"
Pengguna Google,4,2020-04-01 05:20:01,Sudah mantap ni hanya saja penukaranya melalui bang sedangkan masih banyak orang yang belum mempunyai rekening bang .. Saranku untuk penarikan sediakan gopay atau redeem pulsa Terima kasih
Pengguna Google,1,2020-04-01 04:14:22,"Apli kasi yang bagus,tapi kok studixa ga kluar.di suruh sabar trus.sampai kapan.tolng di jlasin."
Pengguna Google,5,2020-03-31 17:03:01,"Aplikasi terpercaya, termantap. Caranya sangat mudah, hanya dengan mengisi survey dapet duit"
Pengguna Google,5,2020-03-31 11:11:49,"Aku kasih bintang 5,karena aplikasi ini bagus banget dan mudah di pelajari ga ribet,kerjanya mudah hanya mengiso survey, dan ada reward,walaupun masih sedikit langsung bisa ditransfer ke rek bank kita.minimal penarikan saldo ke rek 50.000. Bisa ke semua bank lho temen.tidak mesti pakai kode referal saldo bisa di cairkan.pokoknya bagus banget ini aplilasi POPULIX nyesel klo ga download aplikasi ini."
Pengguna Google,5,2020-03-31 10:41:19,"Aplikasi yang keren, bisa untuk tambah2 uang jajan. Sangat bermanfaat, dan salam sukses untuk semua. Selamat beraktivitas."
Pengguna Google,1,2020-03-31 02:41:13,mohon maaf saya saat ini hanya memberi 1 bintang saja untuk sementara. soalnya jarang sekali ada survay dan saya sarankan di tambahkan Vitur chat sesama pengguna Aplikasi populix biar saling bisa sharing tentang studi
Pengguna Google,5,2020-03-30 23:41:18,Aplikasi nya sangat mudah di gunakan oleh siapapun dan dapat membantu menghasilkan uang.
Pengguna Google,5,2020-03-30 18:32:54,"Good aplikasi, belajar, sambil menabung cuma jawab pertanyaan, belajar, dan santui di rumah."
Pengguna Google,5,2020-03-30 17:00:50,"Aplikasinya keren, interface nya mudah di pahami.. worth it deh... Surveynya juga mudah... Konsisten ya buat populix🥰🥰🥰"
Pengguna Google,5,2020-03-30 16:57:44,Simpel sekali dan tidak banyak congcing. Mantap. Saya suka. Semoga study nya makin banyak hehe
Pengguna Google,5,2020-03-30 15:15:47,Saya mencari aplikasi survei untuk bisa menghasilkan uang. Saya ketemu Populix dan yang saya cari. Semoga semakin banyak surveinya. Good luck.
Pengguna Google,5,2020-03-30 13:50:37,"Bingung mau jelasin hahaha Jadi gini awalnya iseng cari2 aplikasi yang bisa ngasilin duit tambahan, dan ketemu lah sama populix ♥️ ditengah2 merebaknya virus Covid 19 membuat kita harus #dirumahaja Nahhh kebetulan banget kan, daripada gabut dirumah mending download POPULIX, isi survey dapet duit jugaa dong 👌"
Pengguna Google,2,2020-03-30 12:59:21,Mau nanya dong itu study nya gak setiap hari ada ya? Qo poin saya segitu2 aja soalnya ga ada lagi survei nya...tp memang bagus sih gak ribet aplikasinya...
Pengguna Google,4,2020-03-30 12:53:46,"aku kasih rating 4 dulu karna kurang banyak kuis kuis nya,tapi aku suka sih sama apl nya baru login udh dpt uang dan gampang lagi."
Pengguna Google,5,2020-03-30 11:58:31,"baru daftar, aplikasinya mudah di gunakan dan sangat simple,. rekomend bangets app ini"
Pengguna Google,5,2020-03-30 11:32:19,Waahhhhhh ini aplikasi terkeren sih.. Lumayan buat nambahin isi kulkas. Buruan download aplikasi ini. Kelen gak bakal nyesel.
Pengguna Google,5,2020-03-30 10:52:15,"Aplikasi populix sangat simpel mudah penggunaannya, baru coba main langsung dapat Rp.5.000,mantap deh pokoknya aplikasinya"
Pengguna Google,4,2020-03-30 08:45:57,"Aplikasi sangat mudah digunakan, daftar cepat tidak ribet, recomended banget"
Pengguna Google,5,2020-03-30 05:59:04,"Aplikasi nya sangat bagus, lumayan juga buat nambah uang jajan walaupun dapet nya tidak terlalu banyak, tapi kalau sering ikut kuis nya lumayan lah"
Pengguna Google,5,2020-03-30 04:26:56,"Aplikasi ini sangat bagus dan mudah di gunakan dan saya mohon agar studinya di perbanyak, terima kasih"
Pengguna Google,5,2020-03-30 03:33:55,"Aplikasi mudah digunakan dan daftarnya jg gampang, ayo... teman2 download aplikasi ini sekarang jg 😊"
Pengguna Google,5,2020-03-30 03:11:40,"Aplikasi ini sangat membantu ,bisa menghasilkan uang sampingan meskipun saya masih pelajar. untuk yang butuh uang tanpa kerja aplikasi Populix bagus untuk mu yang masih pelajar atau sudah keluar sekolah tapi belum bisa bekerja Jangan lupa download ya :)"
Pengguna Google,5,2020-03-30 02:47:58,"Aplikasi paling ditunggu-tunggu, admin ramah dan cepat tanggap, kuy la download, cepet, gampang dan mudah 😚"
Pengguna Google,1,2020-03-29 16:31:13,"Ko ga bisa verifikasi no hp,,, keterangan'nya terjadi kesalahan pengiriman kode token terus.... Padahal nomernya aktif...!"
Pengguna Google,5,2020-03-29 14:20:56,"Akhirnya dipertemukan dengan aplikasi populix ini, dari tampilannya yang user friendly, dari mulai proses pendaftaran sampai mengisi survey pun sangat mudah tidak ribet seperti aplikasi lainnya, sambil isi"" survey bisa dapat uang, semoga aplikasi populix makin maju dan berkembang 😊"
Pengguna Google,5,2020-03-29 12:23:06,"Aplikasi nya bgus bnget ,cara dftarnya pun mudah dan penggunaannya juga mudah ... Untuk yg ingin mndapat kan uang tambahan sya recomendasikan aplikasi ini 😊😊"
Pengguna Google,5,2020-03-29 07:10:20,Aplikasi yang sangat luar biasa...🤗🤗🤗 Baru daftar aja udah dapet uang.. Untuk kamu yang bener2 mau ngehasilin duit tambahan ya ini... Mantap sekaleeeee🤑🤑🤑🤑🤑 Cuma sedikit saran untuk transfer ke bank nya tambahain Bank lain dong.. Kan klo ga punya akun bank yg terdaftar disitu bingung kan.. Terimaksih pouplix🥰🥰🥰
Pengguna Google,5,2020-03-29 04:24:19,"Trusted banget populix ini, aku udah withdraw sekali dan uangnya bener2 sampe ke rekening aku hehe. Harapannya semoga survei nya kebagian lebih banyak lagii. Sukses terus populix!"
Pengguna Google,5,2020-03-28 15:25:11,Sangat menarik dan bagus untuk plantform penilaian publik maupun pendapat jd kita bs tau dan share informasi juga untuk menilai. Dan Ok juga ada Saldonya smg saya mengikuti terus survei pendapat yg diadakan populix . Semoga sukses
Pengguna Google,5,2020-03-28 14:56:52,"Aplikasi nya sgt bagus, serta pendaftarannya sgt mudah, dan penarikan dana bs dilakukan lgsg ke rekening bank, sgt menyenangkan dan membantu mengisi waktu luang, populix kereeennnn bgttt"
Pengguna Google,5,2020-03-28 12:54:56,"Waw aplikasih bagus, luamyan buat uang tambahan, bagus banget emak2 atau org pengguran bisa dpt uang disini. Aplikasi mudah dan gampang."
Pengguna Google,5,2020-03-28 12:21:34,"Wah, ini hari pertamaku menggunakan aplikasi Populix, kesan pertama senang banget karena aku bisa dapat uang jajan tambahan disini, sebagai anak kuliah ya aplikasi ini sangat recommended :) Ada waktu luang, kita bisa melakukan aktivitas yang menyenangkan disini apalagi ada reward yang menarik😁 Semoga aplikasi ini menjadi aplikasi yang banyak diminati oleh masyarakat khususnya mahasiswa Indonesia 😊 Semoga jaya!"
Pengguna Google,5,2020-03-28 12:20:10,"Aplikasi populix ini nih sangat bermanfaat dan benar-benar berguna sekali apalagi di situasi seperti sekarang ini yang dihadapkan pada wabah virus covid 19 (korona virus), jadi untuk semuanya yg #stayathome bisa tetap produktif dengan memanfaatkan waktu luang dirumah dengan mengisi studi di populix, pokoke muantap dehh wajib di instal nih suerrr!!!!"
Pengguna Google,5,2020-03-28 10:59:07,Aplikasi ini awal nya membuat rasa penasaran. Ternyata setelah di download ternyata aplikasi ini begitu menarik. Memberi reward dan mempermudah bagi siapa pun yang menggunakannya. Aplikasi ini juga memberikan giveaway menarik yang sangat bermanfaat untuk banyak orang. Terima kasih untuk aplikasi ini dan jangan lupa untuk kalian yang belum download bisa langsung segera di download. Prosesnya mudah dan mendapatkan banyak manfaat
Pengguna Google,5,2020-03-28 07:25:57,"Aplikasi yang bagus, pendaftaran mudah, surveynya juga mudah dikerjakan dan ada rewardnya yang bisa dikumpulkan untuk ditarik ke rekening bank kita."
Pengguna Google,5,2020-03-28 05:52:47,"Keren banget, banyak manfaatnya. Terutama buat pelajar yang kayak aku. Bisa menunjang kebutuhan ATK sekolah lumayanlah bisa sedikit bantu orang tua. Be better populix🤩"
Pengguna Google,5,2020-03-28 01:25:17,Aplikasi betul betul bagus baru daftar udah bisa ikut studi terus udah bisa dapet uang juga lumayan buat ngisi waktu senggang
Pengguna Google,5,2020-03-27 14:41:11,"Interfacenya sangat friendly, surveinya sejauh ini menarik, masih berusaha untuk mengumpulkan saldo, tapi sejauh ini sangat menarik dalam proses pengisian surveinya. Semoga semakin berkembang."
